Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Russian Federation
950590 - Other,,10.00,10.00,2,,,,Russian Federation
950611 -- Skis,,10.00,10.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Russian Federation
950619 -- Other,,10.00,10.00,1,,,,Russian Federation
950621 -- Sailboards,,10.00,10.00,1,,,,Russian Federation
950629 -- Other,,10.00,10.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Russian Federation
950632 -- Balls,,10.00,10.00,1,,,,Russian Federation
950639 -- Other,,10.00,10.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Russian Federation
950659 -- Other,,10.00,10.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Russian Federation
950662 -- Inflatable,,10.00,10.00,4,,,,Russian Federation
950669 -- Other,,10.00,10.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Russian Federation
950699 -- Other,,10.00,10.00,9,,,,Russian Federation
950710 - Fishing rods,,10.00,10.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Russian Federation
950730 - Fishing reels,,10.00,10.00,1,,,,Russian Federation
950790 - Other,,10.00,10.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Russian Federation
950890 - Other,,10.00,10.00,1,,,,Russian Federation
,2006,"14,326",12.50,12.50,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,12.50,12.50,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed",,12.50,12.50,4,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear",,12.50,12.50,1,,,,Russian Federation
950299 -- Other,,12.50,12.50,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor",,12.50,12.50,1,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,12.50,12.50,1,,,,Russian Federation
950330 - Other construction sets and constructional toys,,12.50,12.50,1,,,,Russian Federation
950341 -- Stuffed,,12.50,12.50,1,,,,Russian Federation
950349 -- Other,,12.50,12.50,4,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,12.50,12.50,2,,,,Russian Federation
950360 - Puzzles,,12.50,12.50,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,12.50,12.50,2,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",,12.50,12.50,2,,,,Russian Federation
950390 - Other,,12.50,12.50,3,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,12.50,12.50,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,12.50,12.50,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,12.50,12.50,3,,,,Russian Federation
950440 - Playing cards,,12.50,12.50,1,,,,Russian Federation
950490 - Other,,12.50,12.50,2,,,,Russian Federation
950510 - Articles for Christmas festivities,,12.50,12.50,1,,,,Russian Federation
950590 - Other,,12.50,12.50,2,,,,Russian Federation
950611 -- Skis,,12.50,12.50,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,12.50,12.50,1,,,,Russian Federation
950619 -- Other,,12.50,12.50,1,,,,Russian Federation
950621 -- Sailboards,,12.50,12.50,1,,,,Russian Federation
950629 -- Other,,12.50,12.50,1,,,,Russian Federation
"950631 -- Clubs, complete",,12.50,12.50,1,,,,Russian Federation
950632 -- Balls,,12.50,12.50,1,,,,Russian Federation
950639 -- Other,,12.50,12.50,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,12.50,12.50,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,12.50,12.50,1,,,,Russian Federation
950659 -- Other,,12.50,12.50,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,12.50,12.50,1,,,,Russian Federation
950662 -- Inflatable,,12.50,12.50,4,,,,Russian Federation
950669 -- Other,,12.50,12.50,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,12.50,12.50,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,12.50,12.50,2,,,,Russian Federation
950699 -- Other,"14,326",12.50,12.50,9,,,,Russian Federation
950710 - Fishing rods,,12.50,12.50,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,12.50,12.50,1,,,,Russian Federation
950730 - Fishing reels,,12.50,12.50,1,,,,Russian Federation
950790 - Other,,12.50,12.50,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,12.50,12.50,1,,,,Russian Federation
950890 - Other,,12.50,12.50,1,,,,Russian Federation
,2005,"67,233",15.00,15.00,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,15.00,15.00,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed","51,558",15.00,15.00,4,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear",,15.00,15.00,1,,,,Russian Federation
950299 -- Other,,15.00,15.00,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor",,15.00,15.00,1,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,15.00,15.00,1,,,,Russian Federation
950330 - Other construction sets and constructional toys,,15.00,15.00,1,,,,Russian Federation
950341 -- Stuffed,,15.00,15.00,1,,,,Russian Federation
950349 -- Other,,15.00,15.00,4,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,15.00,15.00,2,,,,Russian Federation
950360 - Puzzles,,15.00,15.00,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,15.00,15.00,2,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor","1,541",15.00,15.00,2,,,,Russian Federation
950390 - Other,150,15.00,15.00,3,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,15.00,15.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,15.00,15.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,15.00,15.00,3,,,,Russian Federation
950440 - Playing cards,,15.00,15.00,1,,,,Russian Federation
950490 - Other,,15.00,15.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,,15.00,15.00,1,,,,Russian Federation
950590 - Other,,15.00,15.00,2,,,,Russian Federation
950611 -- Skis,,15.00,15.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,15.00,15.00,1,,,,Russian Federation
950619 -- Other,,15.00,15.00,1,,,,Russian Federation
950621 -- Sailboards,,15.00,15.00,1,,,,Russian Federation
950629 -- Other,,15.00,15.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,15.00,15.00,1,,,,Russian Federation
950632 -- Balls,,15.00,15.00,1,,,,Russian Federation
950639 -- Other,,15.00,15.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,15.00,15.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,15.00,15.00,1,,,,Russian Federation
950659 -- Other,,15.00,15.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,15.00,15.00,1,,,,Russian Federation
950662 -- Inflatable,,15.00,15.00,4,,,,Russian Federation
950669 -- Other,,15.00,15.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,15.00,15.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,15.00,15.00,2,,,,Russian Federation
950699 -- Other,"13,984",15.00,15.00,9,,,,Russian Federation
950710 - Fishing rods,,15.00,15.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,15.00,15.00,1,,,,Russian Federation
950730 - Fishing reels,,15.00,15.00,1,,,,Russian Federation
950790 - Other,,15.00,15.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,15.00,15.00,1,,,,Russian Federation
950890 - Other,,15.00,15.00,1,,,,Russian Federation
,2004,"9,154",20.00,20.00,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,20.00,20.00,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed",,20.00,20.00,4,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear",,20.00,20.00,1,,,,Russian Federation
950299 -- Other,,20.00,20.00,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor",,20.00,20.00,1,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,20.00,20.00,1,,,,Russian Federation
950330 - Other construction sets and constructional toys,,20.00,20.00,1,,,,Russian Federation
950341 -- Stuffed,,20.00,20.00,1,,,,Russian Federation
950349 -- Other,59,20.00,20.00,4,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,20.00,20.00,2,,,,Russian Federation
950360 - Puzzles,,20.00,20.00,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,20.00,20.00,2,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",,20.00,20.00,2,,,,Russian Federation
950390 - Other,,20.00,20.00,3,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,20.00,20.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,20.00,20.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment","7,444",20.00,20.00,3,,,,Russian Federation
950440 - Playing cards,,20.00,20.00,1,,,,Russian Federation
950490 - Other,,20.00,20.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Russian Federation
950590 - Other,,20.00,20.00,2,,,,Russian Federation
950611 -- Skis,,20.00,20.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Russian Federation
950619 -- Other,,20.00,20.00,1,,,,Russian Federation
950621 -- Sailboards,,20.00,20.00,1,,,,Russian Federation
950629 -- Other,"1,651",20.00,20.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Russian Federation
950632 -- Balls,,20.00,20.00,1,,,,Russian Federation
950639 -- Other,,20.00,20.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,20.00,20.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,20.00,20.00,1,,,,Russian Federation
950659 -- Other,,20.00,20.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Russian Federation
950662 -- Inflatable,,20.00,20.00,4,,,,Russian Federation
950669 -- Other,,20.00,20.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,20.00,20.00,2,,,,Russian Federation
950699 -- Other,,20.00,20.00,9,,,,Russian Federation
950710 - Fishing rods,,20.00,20.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,20.00,20.00,1,,,,Russian Federation
950730 - Fishing reels,,20.00,20.00,1,,,,Russian Federation
950790 - Other,,20.00,20.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Russian Federation
950890 - Other,,20.00,20.00,1,,,,Russian Federation
,2003,,25.00,25.00,79,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,25.00,25.00,2,,,,Russian Federation
"950210 - Dolls, whether or not dressed",,25.00,25.00,4,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear",,25.00,25.00,1,,,,Russian Federation
950299 -- Other,,25.00,25.00,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor",,25.00,25.00,1,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,25.00,25.00,1,,,,Russian Federation
950330 - Other construction sets and constructional toys,,25.00,25.00,1,,,,Russian Federation
950341 -- Stuffed,,25.00,25.00,1,,,,Russian Federation
950349 -- Other,,25.00,25.00,4,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,25.00,25.00,2,,,,Russian Federation
950360 - Puzzles,,25.00,25.00,2,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,25.00,25.00,2,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",,25.00,25.00,2,,,,Russian Federation
950390 - Other,,25.00,25.00,3,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,25.00,25.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,25.00,25.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,25.00,25.00,3,,,,Russian Federation
950440 - Playing cards,,25.00,25.00,1,,,,Russian Federation
950490 - Other,,25.00,25.00,2,,,,Russian Federation
950510 - Articles for Christmas festivities,,25.00,25.00,1,,,,Russian Federation
950590 - Other,,25.00,25.00,2,,,,Russian Federation
950611 -- Skis,,25.00,25.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,25.00,25.00,1,,,,Russian Federation
950619 -- Other,,25.00,25.00,1,,,,Russian Federation
950621 -- Sailboards,,25.00,25.00,1,,,,Russian Federation
950629 -- Other,,25.00,25.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,25.00,25.00,1,,,,Russian Federation
950632 -- Balls,,25.00,25.00,1,,,,Russian Federation
950639 -- Other,,25.00,25.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,25.00,25.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,25.00,25.00,1,,,,Russian Federation
950659 -- Other,,25.00,25.00,2,,,,Russian Federation
950661 -- Lawn-tennis balls,,25.00,25.00,1,,,,Russian Federation
950662 -- Inflatable,,25.00,25.00,4,,,,Russian Federation
950669 -- Other,,25.00,25.00,5,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,25.00,25.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,25.00,25.00,2,,,,Russian Federation
950699 -- Other,,25.00,25.00,9,,,,Russian Federation
950710 - Fishing rods,,25.00,25.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,25.00,25.00,1,,,,Russian Federation
950730 - Fishing reels,,25.00,25.00,1,,,,Russian Federation
950790 - Other,,25.00,25.00,2,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,25.00,25.00,1,,,,Russian Federation
950890 - Other,,25.00,25.00,1,,,,Russian Federation
,2002,"7,654",27.61,27.61,44,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",,30.00,30.00,1,,,,Russian Federation
"950210 - Dolls, whether or not dressed",,30.00,30.00,1,,,,Russian Federation
"950291 -- Garments and accessories therefor, footwear and headgear",,30.00,30.00,1,,,,Russian Federation
950299 -- Other,,30.00,30.00,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor",,30.00,30.00,1,,,,Russian Federation
"950320 - Reduced-size (""scale'') model assembly kits, whether or not working models, excluding those of subheading 9503.10",,30.00,30.00,1,,,,Russian Federation
950330 - Other construction sets and constructional toys,,30.00,30.00,1,,,,Russian Federation
950341 -- Stuffed,,30.00,30.00,1,,,,Russian Federation
950349 -- Other,,30.00,30.00,1,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,30.00,30.00,1,,,,Russian Federation
950360 - Puzzles,,30.00,30.00,1,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,30.00,30.00,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",,30.00,30.00,1,,,,Russian Federation
950390 - Other,"7,654",30.00,30.00,1,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,30.00,30.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,30.00,30.00,1,,,,Russian Federation
"950430 - Other games, operated by coins, banknotes (paper currency), discs or other similar articles, other than bowling alley equipment",,30.00,30.00,1,,,,Russian Federation
950440 - Playing cards,,30.00,30.00,1,,,,Russian Federation
950490 - Other,,30.00,30.00,1,,,,Russian Federation
950510 - Articles for Christmas festivities,,30.00,30.00,1,,,,Russian Federation
950590 - Other,,30.00,30.00,1,,,,Russian Federation
950611 -- Skis,,25.00,25.00,1,,,,Russian Federation
950612 -- Ski-fastenings (ski-bindings),,25.00,25.00,1,,,,Russian Federation
950619 -- Other,,25.00,25.00,1,,,,Russian Federation
950621 -- Sailboards,,25.00,25.00,1,,,,Russian Federation
950629 -- Other,,25.00,25.00,1,,,,Russian Federation
"950631 -- Clubs, complete",,25.00,25.00,1,,,,Russian Federation
950632 -- Balls,,25.00,25.00,1,,,,Russian Federation
950639 -- Other,,25.00,25.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,25.00,25.00,1,,,,Russian Federation
"950651 -- Lawn-tennis rackets, whether or not strung",,25.00,25.00,1,,,,Russian Federation
950659 -- Other,,25.00,25.00,1,,,,Russian Federation
950661 -- Lawn-tennis balls,,25.00,25.00,1,,,,Russian Federation
950662 -- Inflatable,,25.00,25.00,1,,,,Russian Federation
950669 -- Other,,25.00,25.00,1,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,25.00,25.00,1,,,,Russian Federation
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,25.00,25.00,1,,,,Russian Federation
950699 -- Other,,25.00,25.00,1,,,,Russian Federation
950710 - Fishing rods,,25.00,25.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,25.00,25.00,1,,,,Russian Federation
950730 - Fishing reels,,25.00,25.00,1,,,,Russian Federation
950790 - Other,,25.00,25.00,1,,,,Russian Federation
950810 - Travelling circuses and travelling menageries,,30.00,30.00,1,,,,Russian Federation
950890 - Other,,30.00,30.00,1,,,,Russian Federation
,2001,223,29.88,29.88,43,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,35.00,35.00,1,,,,Russian Federation
"950210 - Dolls, whether or not dressed",,35.00,35.00,1,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",,35.00,35.00,1,,,,Russian Federation
950299 - - Other,,35.00,35.00,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor",223,35.00,35.00,1,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,35.00,35.00,1,,,,Russian Federation
950330 - Other construction sets and constructional toys,,35.00,35.00,1,,,,Russian Federation
950341 - - Stuffed,,35.00,35.00,1,,,,Russian Federation
950349 - - Other,,35.00,35.00,1,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,35.00,35.00,1,,,,Russian Federation
950360 - Puzzles,,35.00,35.00,1,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,35.00,35.00,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",,35.00,35.00,1,,,,Russian Federation
950390 - Other,,35.00,35.00,1,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,35.00,35.00,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,35.00,35.00,1,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,35.00,35.00,1,,,,Russian Federation
950440 - Playing cards,,35.00,35.00,1,,,,Russian Federation
950490 - Other,,35.00,35.00,1,,,,Russian Federation
950510 - Articles for Christmas festivities,,35.00,35.00,1,,,,Russian Federation
950590 - Other,,35.00,35.00,1,,,,Russian Federation
950611 - - Skis,,25.00,25.00,1,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),,25.00,25.00,1,,,,Russian Federation
950619 - - Other,,25.00,25.00,1,,,,Russian Federation
950621 - - Sailboards,,25.00,25.00,1,,,,Russian Federation
950629 - - Other,,25.00,25.00,1,,,,Russian Federation
"950631 - - Clubs, complete",,25.00,25.00,1,,,,Russian Federation
950632 - - Balls,,25.00,25.00,1,,,,Russian Federation
950639 - - Other,,25.00,25.00,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,25.00,25.00,1,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",,25.00,25.00,1,,,,Russian Federation
950659 - - Other,,25.00,25.00,1,,,,Russian Federation
950661 - - Lawn-tennis balls,,25.00,25.00,1,,,,Russian Federation
950662 - - Inflatable,,25.00,25.00,1,,,,Russian Federation
950669 - - Other,,25.00,25.00,1,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,25.00,25.00,1,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,25.00,25.00,1,,,,Russian Federation
950699 - - Other,,25.00,25.00,1,,,,Russian Federation
950710 - Fishing rods,,25.00,25.00,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,25.00,25.00,1,,,,Russian Federation
950730 - Fishing reels,,25.00,25.00,1,,,,Russian Federation
950790 - Other,,25.00,25.00,1,,,,Russian Federation
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,25.00,25.00,1,,,,Russian Federation
,2000,,33.13,33.13,43,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,38.50,38.50,1,,,,Russian Federation
"950210 - Dolls, whether or not dressed",,38.50,38.50,1,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",,38.50,38.50,1,,,,Russian Federation
950299 - - Other,,38.50,38.50,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor",,38.50,38.50,1,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,38.50,38.50,1,,,,Russian Federation
950330 - Other construction sets and constructional toys,,38.50,38.50,1,,,,Russian Federation
950341 - - Stuffed,,38.50,38.50,1,,,,Russian Federation
950349 - - Other,,38.50,38.50,1,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,38.50,38.50,1,,,,Russian Federation
950360 - Puzzles,,38.50,38.50,1,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,38.50,38.50,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",,38.50,38.50,1,,,,Russian Federation
950390 - Other,,38.50,38.50,1,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,38.50,38.50,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,38.50,38.50,1,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,38.50,38.50,1,,,,Russian Federation
950440 - Playing cards,,38.50,38.50,1,,,,Russian Federation
950490 - Other,,38.50,38.50,1,,,,Russian Federation
950510 - Articles for Christmas festivities,,38.50,38.50,1,,,,Russian Federation
950590 - Other,,38.50,38.50,1,,,,Russian Federation
950611 - - Skis,,27.50,27.50,1,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),,27.50,27.50,1,,,,Russian Federation
950619 - - Other,,27.50,27.50,1,,,,Russian Federation
950621 - - Sailboards,,27.50,27.50,1,,,,Russian Federation
950629 - - Other,,27.50,27.50,1,,,,Russian Federation
"950631 - - Clubs, complete",,27.50,27.50,1,,,,Russian Federation
950632 - - Balls,,27.50,27.50,1,,,,Russian Federation
950639 - - Other,,27.50,27.50,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,27.50,27.50,1,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",,27.50,27.50,1,,,,Russian Federation
950659 - - Other,,27.50,27.50,1,,,,Russian Federation
950661 - - Lawn-tennis balls,,27.50,27.50,1,,,,Russian Federation
950662 - - Inflatable,,27.50,27.50,1,,,,Russian Federation
950669 - - Other,,27.50,27.50,1,,,,Russian Federation
"950670 - Ice skates and roller skates, including skating boots with skates attached",,27.50,27.50,1,,,,Russian Federation
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,27.50,27.50,1,,,,Russian Federation
950699 - - Other,,27.50,27.50,1,,,,Russian Federation
950710 - Fishing rods,,27.50,27.50,1,,,,Russian Federation
"950720 - Fish-hooks, whether or not snelled",,27.50,27.50,1,,,,Russian Federation
950730 - Fishing reels,,27.50,27.50,1,,,,Russian Federation
950790 - Other,,27.50,27.50,1,,,,Russian Federation
"950800 Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses, travelling menageries and travelling theatres",,38.50,38.50,1,,,,Russian Federation
,1999,,27.50,27.50,43,,,,Russian Federation
"950100 Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages",,27.50,27.50,1,,,,Russian Federation
"950210 - Dolls, whether or not dressed",,27.50,27.50,1,,,,Russian Federation
"950291 - - Garments and accessories therefor, footwear and headgear",,27.50,27.50,1,,,,Russian Federation
950299 - - Other,,27.50,27.50,1,,,,Russian Federation
"950310 - Electric trains, including tracks, signals and other accessories therefor",,27.50,27.50,1,,,,Russian Federation
"950320 - Reduced-size (""scale"") model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",,27.50,27.50,1,,,,Russian Federation
950330 - Other construction sets and constructional toys,,27.50,27.50,1,,,,Russian Federation
950341 - - Stuffed,,27.50,27.50,1,,,,Russian Federation
950349 - - Other,,27.50,27.50,1,,,,Russian Federation
950350 - Toy musical instruments and apparatus,,27.50,27.50,1,,,,Russian Federation
950360 - Puzzles,,27.50,27.50,1,,,,Russian Federation
"950370 - Other toys, put up in sets or outfits",,27.50,27.50,1,,,,Russian Federation
"950380 - Other toys and models, incorporating a motor",,27.50,27.50,1,,,,Russian Federation
950390 - Other,,27.50,27.50,1,,,,Russian Federation
950410 - Video games of a kind used with a television receiver,,27.50,27.50,1,,,,Russian Federation
950420 - Articles and accessories for billiards,,27.50,27.50,1,,,,Russian Federation
"950430 - Other games, coin- or disc-operated, other than bowling alley equipment",,27.50,27.50,1,,,,Russian Federation
950440 - Playing cards,,27.50,27.50,1,,,,Russian Federation
950490 - Other,,27.50,27.50,1,,,,Russian Federation
950510 - Articles for Christmas festivities,,27.50,27.50,1,,,,Russian Federation
950590 - Other,,27.50,27.50,1,,,,Russian Federation
950611 - - Skis,,27.50,27.50,1,,,,Russian Federation
950612 - - Ski-fastenings (ski-bindings),,27.50,27.50,1,,,,Russian Federation
950619 - - Other,,27.50,27.50,1,,,,Russian Federation
950621 - - Sailboards,,27.50,27.50,1,,,,Russian Federation
950629 - - Other,,27.50,27.50,1,,,,Russian Federation
"950631 - - Clubs, complete",,27.50,27.50,1,,,,Russian Federation
950632 - - Balls,,27.50,27.50,1,,,,Russian Federation
950639 - - Other,,27.50,27.50,1,,,,Russian Federation
950640 - Articles and equipment for table-tennis,,27.50,27.50,1,,,,Russian Federation
"950651 - - Lawn-tennis rackets, whether or not strung",,27.50,27.50,1,,,,Russian Federation
950659 - - Other,,27.50,27.50,1,,,,Russian Federation
950661 - - Lawn-tennis balls,,27.50,27.50,1,,,,Russian Federation
950662 - - Inflatable,,27.50,27.50,1,,,,Russian Federation
950669 - - Other,,27.50,27.50,1,,,,Russian Federation
