Importer,Year,Value,Ad val. duties,Number of lines,India
,(US$),Simple average,MFN duties,Pref. duties,India
,MFN,Best,All items,Non ad val.,All items,Non ad val.,India
610349 -- Of other textile materials,,20.00,20.00,1,,,,India
610411 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610412 -- Of cotton,,20.00,20.00,1,,,,India
610413 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610419 -- Of other textile materials,,20.00,20.00,1,,,,India
610421 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610422 -- Of cotton,"1,000",20.00,20.00,1,,,,India
610423 -- Of synthetic fibres,"2,000",20.00,20.00,1,,,,India
610429 -- Of other textile materials,"7,000",20.00,20.00,1,,,,India
610431 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610432 -- Of cotton,"2,000",20.00,20.00,1,,,,India
610433 -- Of synthetic fibres,"4,000",20.00,20.00,1,,,,India
610439 -- Of other textile materials,"5,000",20.00,20.00,1,,,,India
610441 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610442 -- Of cotton,"26,000",20.00,20.00,1,,,,India
610443 -- Of synthetic fibres,"18,000",20.00,20.00,1,,,,India
610444 -- Of artificial fibres,"75,000",20.00,20.00,1,,,,India
610449 -- Of other textile materials,"1,000",20.00,20.00,1,,,,India
610451 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610452 -- Of cotton,"47,000",20.00,20.00,1,,,,India
610453 -- Of synthetic fibres,"4,000",20.00,20.00,1,,,,India
610459 -- Of other textile materials,"170,000",20.00,20.00,1,,,,India
610461 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610462 -- Of cotton,"6,000",20.00,20.00,1,,,,India
610463 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610469 -- Of other textile materials,"1,000",20.00,20.00,1,,,,India
610510 - Of cotton,"235,000",20.00,20.00,1,,,,India
610520 - Of man-made fibres,,20.00,20.00,1,,,,India
610590 - Of other textile materials,,20.00,20.00,1,,,,India
610610 - Of cotton,"170,000",20.00,20.00,1,,,,India
610620 - Of man-made fibres,"232,000",20.00,20.00,1,,,,India
610690 - Of other textile materials,"4,000",20.00,20.00,1,,,,India
610711 -- Of cotton,"33,000",20.00,20.00,1,,,,India
610712 -- Of man-made fibres,,20.00,20.00,1,,,,India
610719 -- Of other textile materials,,20.00,20.00,1,,,,India
610721 -- Of cotton,"3,000",20.00,20.00,1,,,,India
610722 -- Of man-made fibres,,20.00,20.00,1,,,,India
610729 -- Of other textile materials,,20.00,20.00,1,,,,India
610791 -- Of cotton,,20.00,20.00,1,,,,India
610792 -- Of man-made fibres,,20.00,20.00,1,,,,India
610799 -- Of other textile materials,,20.00,20.00,1,,,,India
610811 -- Of man-made fibres,,20.00,20.00,1,,,,India
610819 -- Of other textile materials,,20.00,20.00,1,,,,India
610821 -- Of cotton,,20.00,20.00,1,,,,India
610822 -- Of man-made fibres,,20.00,20.00,1,,,,India
610829 -- Of other textile materials,,20.00,20.00,1,,,,India
610831 -- Of cotton,"1,000",20.00,20.00,1,,,,India
610832 -- Of man-made fibres,,20.00,20.00,1,,,,India
610839 -- Of other textile materials,,20.00,20.00,1,,,,India
610891 -- Of cotton,,20.00,20.00,1,,,,India
610892 -- Of man-made fibres,,20.00,20.00,1,,,,India
610899 -- Of other textile materials,,20.00,20.00,1,,,,India
610910 - Of cotton,"361,000",20.00,20.00,1,,,,India
610990 - Of other textile materials,"20,000",20.00,20.00,1,,,,India
611011 -- Of wool,"3,000",20.00,20.00,1,,,,India
611012 -- Of Kashmir (cashmere) goats,,20.00,20.00,1,,,,India
611019 -- Other,,20.00,20.00,1,,,,India
611020 - Of cotton,"40,000",20.00,20.00,1,,,,India
611030 - Of man-made fibres,"180,000",20.00,20.00,1,,,,India
611090 - Of other textile materials,"8,000",20.00,20.00,1,,,,India
611110 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
611120 - Of cotton,"43,000",20.00,20.00,1,,,,India
611130 - Of synthetic fibres,,20.00,20.00,1,,,,India
611190 - Of other textile materials,,20.00,20.00,1,,,,India
611211 -- Of cotton,,20.00,20.00,1,,,,India
611212 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611219 -- Of other textile materials,,20.00,20.00,1,,,,India
611220 - Ski suits,,20.00,20.00,1,,,,India
611231 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611239 -- Of other textile materials,,20.00,20.00,1,,,,India
611241 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611249 -- Of other textile materials,,20.00,20.00,1,,,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,20.00,20.00,1,,,,India
611410 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
611420 - Of cotton,"63,000",20.00,20.00,1,,,,India
611430 - Of man-made fibres,"30,000",20.00,20.00,1,,,,India
611490 - Of other textile materials,"37,000",20.00,20.00,1,,,,India
"611511 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,20.00,20.00,1,,,,India
"611512 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,20.00,20.00,1,,,,India
611519 -- Of other textile materials,,20.00,20.00,3,,,,India
"611520 - Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,20.00,20.00,3,,,,India
611591 -- Of wool or fine animal hair,"4,000",20.00,20.00,1,,,,India
611592 -- Of cotton,"6,000",20.00,20.00,1,,,,India
611593 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611599 -- Of other textile materials,,20.00,20.00,1,,,,India
"611610 - Impregnated, coated or covered with plastics or rubber","2,000",20.00,20.00,1,,,,India
611691 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
611692 -- Of cotton,,20.00,20.00,1,,,,India
611693 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611699 -- Of other textile materials,,20.00,20.00,1,,,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","31,000",20.00,20.00,1,,,,India
"611720 - Ties, bow ties and cravats",,20.00,20.00,1,,,,India
611780 - Other accessories,,20.00,20.00,1,,,,India
611790 - Parts,,20.00,20.00,1,,,,India
,2005,"1,588,000",20.00,20.00,120,,,,India
610110 - Of wool or fine animal hair,"4,000",20.00,20.00,1,,,,India
610120 - Of cotton,"1,000",20.00,20.00,1,,,,India
610130 - Of man-made fibres,"2,000",20.00,20.00,1,,,,India
610190 - Of other textile materials,,20.00,20.00,1,,,,India
610210 - Of wool or fine animal hair,"1,000",20.00,20.00,1,,,,India
610220 - Of cotton,"7,000",20.00,20.00,1,,,,India
610230 - Of man-made fibres,"17,000",20.00,20.00,1,,,,India
610290 - Of other textile materials,,20.00,20.00,1,,,,India
610311 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610312 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610319 -- Of other textile materials,,20.00,20.00,1,,,,India
610321 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610322 -- Of cotton,,20.00,20.00,1,,,,India
610323 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610329 -- Of other textile materials,,20.00,20.00,1,,,,India
610331 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610332 -- Of cotton,,20.00,20.00,1,,,,India
610333 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610339 -- Of other textile materials,,20.00,20.00,1,,,,India
610341 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610342 -- Of cotton,,20.00,20.00,1,,,,India
610343 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610349 -- Of other textile materials,,20.00,20.00,1,,,,India
610411 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610412 -- Of cotton,,20.00,20.00,1,,,,India
610413 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610419 -- Of other textile materials,,20.00,20.00,1,,,,India
610421 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610422 -- Of cotton,,20.00,20.00,1,,,,India
610423 -- Of synthetic fibres,"11,000",20.00,20.00,1,,,,India
610429 -- Of other textile materials,"11,000",20.00,20.00,1,,,,India
610431 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610432 -- Of cotton,"15,000",20.00,20.00,1,,,,India
610433 -- Of synthetic fibres,"3,000",20.00,20.00,1,,,,India
610439 -- Of other textile materials,,20.00,20.00,1,,,,India
610441 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610442 -- Of cotton,"6,000",20.00,20.00,1,,,,India
610443 -- Of synthetic fibres,"48,000",20.00,20.00,1,,,,India
610444 -- Of artificial fibres,"8,000",20.00,20.00,1,,,,India
610449 -- Of other textile materials,,20.00,20.00,1,,,,India
610451 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610452 -- Of cotton,"33,000",20.00,20.00,1,,,,India
610453 -- Of synthetic fibres,"40,000",20.00,20.00,1,,,,India
610459 -- Of other textile materials,"17,000",20.00,20.00,1,,,,India
610461 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610462 -- Of cotton,"14,000",20.00,20.00,1,,,,India
610463 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610469 -- Of other textile materials,"8,000",20.00,20.00,1,,,,India
610510 - Of cotton,"41,000",20.00,20.00,1,,,,India
610520 - Of man-made fibres,,20.00,20.00,1,,,,India
610590 - Of other textile materials,,20.00,20.00,1,,,,India
610610 - Of cotton,"196,000",20.00,20.00,1,,,,India
610620 - Of man-made fibres,"145,000",20.00,20.00,1,,,,India
610690 - Of other textile materials,"30,000",20.00,20.00,1,,,,India
610711 -- Of cotton,"17,000",20.00,20.00,1,,,,India
610712 -- Of man-made fibres,,20.00,20.00,1,,,,India
610719 -- Of other textile materials,,20.00,20.00,1,,,,India
610721 -- Of cotton,"2,000",20.00,20.00,1,,,,India
610722 -- Of man-made fibres,,20.00,20.00,1,,,,India
610729 -- Of other textile materials,,20.00,20.00,1,,,,India
610791 -- Of cotton,,20.00,20.00,1,,,,India
610792 -- Of man-made fibres,,20.00,20.00,1,,,,India
610799 -- Of other textile materials,,20.00,20.00,1,,,,India
610811 -- Of man-made fibres,,20.00,20.00,1,,,,India
610819 -- Of other textile materials,,20.00,20.00,1,,,,India
610821 -- Of cotton,,20.00,20.00,1,,,,India
610822 -- Of man-made fibres,,20.00,20.00,1,,,,India
610829 -- Of other textile materials,,20.00,20.00,1,,,,India
610831 -- Of cotton,"3,000",20.00,20.00,1,,,,India
610832 -- Of man-made fibres,,20.00,20.00,1,,,,India
610839 -- Of other textile materials,,20.00,20.00,1,,,,India
610891 -- Of cotton,"2,000",20.00,20.00,1,,,,India
610892 -- Of man-made fibres,,20.00,20.00,1,,,,India
610899 -- Of other textile materials,,20.00,20.00,1,,,,India
610910 - Of cotton,"647,000",20.00,20.00,1,,,,India
610990 - Of other textile materials,"103,000",20.00,20.00,1,,,,India
611011 -- Of wool,,20.00,20.00,1,,,,India
611012 -- Of Kashmir (cashmere) goats,,20.00,20.00,1,,,,India
611019 -- Other,,20.00,20.00,1,,,,India
611020 - Of cotton,"19,000",20.00,20.00,1,,,,India
611030 - Of man-made fibres,"13,000",20.00,20.00,1,,,,India
611090 - Of other textile materials,,20.00,20.00,1,,,,India
611110 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
611120 - Of cotton,"64,000",20.00,20.00,1,,,,India
611130 - Of synthetic fibres,,20.00,20.00,1,,,,India
611190 - Of other textile materials,,20.00,20.00,1,,,,India
611211 -- Of cotton,,20.00,20.00,1,,,,India
611212 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611219 -- Of other textile materials,,20.00,20.00,1,,,,India
611220 - Ski suits,,20.00,20.00,1,,,,India
611231 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611239 -- Of other textile materials,,20.00,20.00,1,,,,India
611241 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611249 -- Of other textile materials,,20.00,20.00,1,,,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,20.00,20.00,1,,,,India
611410 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
611420 - Of cotton,"23,000",20.00,20.00,1,,,,India
611430 - Of man-made fibres,"6,000",20.00,20.00,1,,,,India
611490 - Of other textile materials,,20.00,20.00,1,,,,India
"611511 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,20.00,20.00,1,,,,India
"611512 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,20.00,20.00,1,,,,India
611519 -- Of other textile materials,,20.00,20.00,3,,,,India
"611520 - Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,20.00,20.00,3,,,,India
611591 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
611592 -- Of cotton,"3,000",20.00,20.00,1,,,,India
611593 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611599 -- Of other textile materials,,20.00,20.00,1,,,,India
"611610 - Impregnated, coated or covered with plastics or rubber","3,000",20.00,20.00,1,,,,India
611691 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
611692 -- Of cotton,,20.00,20.00,1,,,,India
611693 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611699 -- Of other textile materials,,20.00,20.00,1,,,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","14,000",20.00,20.00,1,,,,India
"611720 - Ties, bow ties and cravats",,20.00,20.00,1,,,,India
611780 - Other accessories,"11,000",20.00,20.00,1,,,,India
611790 - Parts,,20.00,20.00,1,,,,India
,2004,"1,059,000",20.00,20.00,120,,,,India
610110 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
610120 - Of cotton,,20.00,20.00,1,,,,India
610130 - Of man-made fibres,"12,000",20.00,20.00,1,,,,India
610190 - Of other textile materials,,20.00,20.00,1,,,,India
610210 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
610220 - Of cotton,,20.00,20.00,1,,,,India
610230 - Of man-made fibres,,20.00,20.00,1,,,,India
610290 - Of other textile materials,,20.00,20.00,1,,,,India
610311 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610312 -- Of synthetic fibres,"1,000",20.00,20.00,1,,,,India
610319 -- Of other textile materials,,20.00,20.00,1,,,,India
610321 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610322 -- Of cotton,"1,000",20.00,20.00,1,,,,India
610323 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610329 -- Of other textile materials,,20.00,20.00,1,,,,India
610331 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610332 -- Of cotton,,20.00,20.00,1,,,,India
610333 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610339 -- Of other textile materials,,20.00,20.00,1,,,,India
610341 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610342 -- Of cotton,"7,000",20.00,20.00,1,,,,India
610343 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610349 -- Of other textile materials,,20.00,20.00,1,,,,India
610411 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610412 -- Of cotton,,20.00,20.00,1,,,,India
610413 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610419 -- Of other textile materials,,20.00,20.00,1,,,,India
610421 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610422 -- Of cotton,"3,000",20.00,20.00,1,,,,India
610423 -- Of synthetic fibres,"10,000",20.00,20.00,1,,,,India
610429 -- Of other textile materials,"4,000",20.00,20.00,1,,,,India
610431 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610432 -- Of cotton,,20.00,20.00,1,,,,India
610433 -- Of synthetic fibres,"1,000",20.00,20.00,1,,,,India
610439 -- Of other textile materials,,20.00,20.00,1,,,,India
610441 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610442 -- Of cotton,"15,000",20.00,20.00,1,,,,India
610443 -- Of synthetic fibres,"119,000",20.00,20.00,1,,,,India
610444 -- Of artificial fibres,"4,000",20.00,20.00,1,,,,India
610449 -- Of other textile materials,"1,000",20.00,20.00,1,,,,India
610451 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610452 -- Of cotton,"20,000",20.00,20.00,1,,,,India
610453 -- Of synthetic fibres,"71,000",20.00,20.00,1,,,,India
610459 -- Of other textile materials,"5,000",20.00,20.00,1,,,,India
610461 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610462 -- Of cotton,"19,000",20.00,20.00,1,,,,India
610463 -- Of synthetic fibres,"20,000",20.00,20.00,1,,,,India
610469 -- Of other textile materials,"9,000",20.00,20.00,1,,,,India
610510 - Of cotton,"21,000",20.00,20.00,1,,,,India
610520 - Of man-made fibres,"10,000",20.00,20.00,1,,,,India
610590 - Of other textile materials,"1,000",20.00,20.00,1,,,,India
610610 - Of cotton,"255,000",20.00,20.00,1,,,,India
610620 - Of man-made fibres,"18,000",20.00,20.00,1,,,,India
610690 - Of other textile materials,"15,000",20.00,20.00,1,,,,India
610711 -- Of cotton,,20.00,20.00,1,,,,India
610712 -- Of man-made fibres,,20.00,20.00,1,,,,India
610719 -- Of other textile materials,,20.00,20.00,1,,,,India
610721 -- Of cotton,,20.00,20.00,1,,,,India
610722 -- Of man-made fibres,,20.00,20.00,1,,,,India
610729 -- Of other textile materials,,20.00,20.00,1,,,,India
610791 -- Of cotton,,20.00,20.00,1,,,,India
610792 -- Of man-made fibres,,20.00,20.00,1,,,,India
610799 -- Of other textile materials,,20.00,20.00,1,,,,India
610811 -- Of man-made fibres,,20.00,20.00,1,,,,India
610819 -- Of other textile materials,,20.00,20.00,1,,,,India
610821 -- Of cotton,,20.00,20.00,1,,,,India
610822 -- Of man-made fibres,,20.00,20.00,1,,,,India
610829 -- Of other textile materials,,20.00,20.00,1,,,,India
610831 -- Of cotton,"1,000",20.00,20.00,1,,,,India
610832 -- Of man-made fibres,,20.00,20.00,1,,,,India
610839 -- Of other textile materials,,20.00,20.00,1,,,,India
610891 -- Of cotton,"2,000",20.00,20.00,1,,,,India
610892 -- Of man-made fibres,,20.00,20.00,1,,,,India
610899 -- Of other textile materials,,20.00,20.00,1,,,,India
610910 - Of cotton,"129,000",20.00,20.00,1,,,,India
610990 - Of other textile materials,"230,000",20.00,20.00,1,,,,India
611011 -- Of wool,"1,000",20.00,20.00,1,,,,India
611012 -- Of Kashmir (cashmere) goats,,20.00,20.00,1,,,,India
611019 -- Other,,20.00,20.00,1,,,,India
611020 - Of cotton,"8,000",20.00,20.00,1,,,,India
611030 - Of man-made fibres,"3,000",20.00,20.00,1,,,,India
611090 - Of other textile materials,,20.00,20.00,1,,,,India
611110 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
611120 - Of cotton,"4,000",20.00,20.00,1,,,,India
611130 - Of synthetic fibres,,20.00,20.00,1,,,,India
611190 - Of other textile materials,,20.00,20.00,1,,,,India
611211 -- Of cotton,,20.00,20.00,1,,,,India
611212 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611219 -- Of other textile materials,,20.00,20.00,1,,,,India
611220 - Ski suits,,20.00,20.00,1,,,,India
611231 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611239 -- Of other textile materials,,20.00,20.00,1,,,,India
611241 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611249 -- Of other textile materials,,20.00,20.00,1,,,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,20.00,20.00,1,,,,India
611410 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
611420 - Of cotton,"6,000",20.00,20.00,1,,,,India
611430 - Of man-made fibres,"5,000",20.00,20.00,1,,,,India
611490 - Of other textile materials,,20.00,20.00,1,,,,India
"611511 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,20.00,20.00,1,,,,India
"611512 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,20.00,20.00,1,,,,India
611519 -- Of other textile materials,,20.00,20.00,3,,,,India
"611520 - Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,20.00,20.00,3,,,,India
611591 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
611592 -- Of cotton,"1,000",20.00,20.00,1,,,,India
611593 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611599 -- Of other textile materials,,20.00,20.00,1,,,,India
"611610 - Impregnated, coated or covered with plastics or rubber","14,000",20.00,20.00,1,,,,India
611691 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
611692 -- Of cotton,"1,000",20.00,20.00,1,,,,India
611693 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611699 -- Of other textile materials,,20.00,20.00,1,,,,India
"611710 - Shawls, scarves, mufflers, mantillas, veils and the like","12,000",20.00,20.00,1,,,,India
"611720 - Ties, bow ties and cravats",,20.00,20.00,1,,,,India
611780 - Other accessories,,20.00,20.00,1,,,,India
611790 - Parts,,20.00,20.00,1,,,,India
,2003,"602,000",20.00,20.00,120,,,,India
610110 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
610120 - Of cotton,,20.00,20.00,1,,,,India
610130 - Of man-made fibres,,20.00,20.00,1,,,,India
610190 - Of other textile materials,,20.00,20.00,1,,,,India
610210 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
610220 - Of cotton,"4,000",20.00,20.00,1,,,,India
610230 - Of man-made fibres,,20.00,20.00,1,,,,India
610290 - Of other textile materials,,20.00,20.00,1,,,,India
610311 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610312 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610319 -- Of other textile materials,,20.00,20.00,1,,,,India
610321 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610322 -- Of cotton,,20.00,20.00,1,,,,India
610323 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610329 -- Of other textile materials,,20.00,20.00,1,,,,India
610331 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610332 -- Of cotton,,20.00,20.00,1,,,,India
610333 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610339 -- Of other textile materials,,20.00,20.00,1,,,,India
610341 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610342 -- Of cotton,"14,000",20.00,20.00,1,,,,India
610343 -- Of synthetic fibres,"2,000",20.00,20.00,1,,,,India
610349 -- Of other textile materials,,20.00,20.00,1,,,,India
610411 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610412 -- Of cotton,,20.00,20.00,1,,,,India
610413 -- Of synthetic fibres,,20.00,20.00,1,,,,India
610419 -- Of other textile materials,,20.00,20.00,1,,,,India
610421 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610422 -- Of cotton,,20.00,20.00,1,,,,India
610423 -- Of synthetic fibres,"12,000",20.00,20.00,1,,,,India
610429 -- Of other textile materials,,20.00,20.00,1,,,,India
610431 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610432 -- Of cotton,,20.00,20.00,1,,,,India
610433 -- Of synthetic fibres,"2,000",20.00,20.00,1,,,,India
610439 -- Of other textile materials,"1,000",20.00,20.00,1,,,,India
610441 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610442 -- Of cotton,"9,000",20.00,20.00,1,,,,India
610443 -- Of synthetic fibres,"131,000",20.00,20.00,1,,,,India
610444 -- Of artificial fibres,"8,000",20.00,20.00,1,,,,India
610449 -- Of other textile materials,,20.00,20.00,1,,,,India
610451 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610452 -- Of cotton,"3,000",20.00,20.00,1,,,,India
610453 -- Of synthetic fibres,"48,000",20.00,20.00,1,,,,India
610459 -- Of other textile materials,"2,000",20.00,20.00,1,,,,India
610461 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
610462 -- Of cotton,"9,000",20.00,20.00,1,,,,India
610463 -- Of synthetic fibres,"21,000",20.00,20.00,1,,,,India
610469 -- Of other textile materials,"2,000",20.00,20.00,1,,,,India
610510 - Of cotton,"20,000",20.00,20.00,1,,,,India
610520 - Of man-made fibres,"6,000",20.00,20.00,1,,,,India
610590 - Of other textile materials,,20.00,20.00,1,,,,India
610610 - Of cotton,"73,000",20.00,20.00,1,,,,India
610620 - Of man-made fibres,"9,000",20.00,20.00,1,,,,India
610690 - Of other textile materials,,20.00,20.00,1,,,,India
610711 -- Of cotton,,20.00,20.00,1,,,,India
610712 -- Of man-made fibres,,20.00,20.00,1,,,,India
610719 -- Of other textile materials,,20.00,20.00,1,,,,India
610721 -- Of cotton,,20.00,20.00,1,,,,India
610722 -- Of man-made fibres,,20.00,20.00,1,,,,India
610729 -- Of other textile materials,,20.00,20.00,1,,,,India
610791 -- Of cotton,,20.00,20.00,1,,,,India
610792 -- Of man-made fibres,,20.00,20.00,1,,,,India
610799 -- Of other textile materials,,20.00,20.00,1,,,,India
610811 -- Of man-made fibres,,20.00,20.00,1,,,,India
610819 -- Of other textile materials,,20.00,20.00,1,,,,India
610821 -- Of cotton,,20.00,20.00,1,,,,India
610822 -- Of man-made fibres,,20.00,20.00,1,,,,India
610829 -- Of other textile materials,,20.00,20.00,1,,,,India
610831 -- Of cotton,"5,000",20.00,20.00,1,,,,India
610832 -- Of man-made fibres,,20.00,20.00,1,,,,India
610839 -- Of other textile materials,,20.00,20.00,1,,,,India
610891 -- Of cotton,,20.00,20.00,1,,,,India
610892 -- Of man-made fibres,,20.00,20.00,1,,,,India
610899 -- Of other textile materials,"5,000",20.00,20.00,1,,,,India
610910 - Of cotton,"92,000",20.00,20.00,1,,,,India
610990 - Of other textile materials,"85,000",20.00,20.00,1,,,,India
611011 -- Of wool,,20.00,20.00,1,,,,India
611012 -- Of Kashmir (cashmere) goats,,20.00,20.00,1,,,,India
611019 -- Other,,20.00,20.00,1,,,,India
611020 - Of cotton,"2,000",20.00,20.00,1,,,,India
611030 - Of man-made fibres,,20.00,20.00,1,,,,India
611090 - Of other textile materials,,20.00,20.00,1,,,,India
611110 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
611120 - Of cotton,"2,000",20.00,20.00,1,,,,India
611130 - Of synthetic fibres,,20.00,20.00,1,,,,India
611190 - Of other textile materials,,20.00,20.00,1,,,,India
611211 -- Of cotton,,20.00,20.00,1,,,,India
611212 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611219 -- Of other textile materials,,20.00,20.00,1,,,,India
611220 - Ski suits,,20.00,20.00,1,,,,India
611231 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611239 -- Of other textile materials,,20.00,20.00,1,,,,India
611241 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611249 -- Of other textile materials,,20.00,20.00,1,,,,India
"611300 Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",,20.00,20.00,1,,,,India
611410 - Of wool or fine animal hair,,20.00,20.00,1,,,,India
611420 - Of cotton,"21,000",20.00,20.00,1,,,,India
611430 - Of man-made fibres,"11,000",20.00,20.00,1,,,,India
611490 - Of other textile materials,,20.00,20.00,1,,,,India
"611511 -- Of synthetic fibres, measuring per single yarn less than 67 decitex",,20.00,20.00,1,,,,India
"611512 -- Of synthetic fibres, measuring per single yarn 67 decitex or more",,20.00,20.00,1,,,,India
611519 -- Of other textile materials,,20.00,20.00,3,,,,India
"611520 - Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",,20.00,20.00,3,,,,India
611591 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
611592 -- Of cotton,,20.00,20.00,1,,,,India
611593 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611599 -- Of other textile materials,,20.00,20.00,1,,,,India
"611610 - Impregnated, coated or covered with plastics or rubber",,20.00,20.00,1,,,,India
611691 -- Of wool or fine animal hair,,20.00,20.00,1,,,,India
611692 -- Of cotton,"1,000",20.00,20.00,1,,,,India
611693 -- Of synthetic fibres,,20.00,20.00,1,,,,India
611699 -- Of other textile materials,,20.00,20.00,1,,,,India
