Importer,Year,Value,Ad val. duties,Number of lines,Albania
,(US$),Simple average,MFN duties,Pref. duties,Albania
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Albania
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,2.70,2.70,1,,,,Albania
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Albania
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,Albania
,1999,"145,415",2.02,2.02,33,,,,Albania
880110 - Gliders and hang gliders,,1.85,1.85,2,,,,Albania
880190 - Other,,2.13,2.13,3,,,,Albania
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.75,3.75,2,,,,Albania
"880212 - - Of an unladen weight exceeding 2,000 kg","145,415",1.35,1.35,2,,,,Albania
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.85,3.85,2,,,,Albania
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.35,1.35,2,,,,Albania
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.35,1.35,2,,,,Albania
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.20,4.20,2,,,,Albania
880310 - Propellers and rotors and parts thereof,,1.35,1.35,2,,,,Albania
880320 - Under-carriages and parts thereof,,1.35,1.35,2,,,,Albania
880330 - Other parts of aeroplanes or helicopters,,1.35,1.35,2,,,,Albania
880390 - Other,,1.56,1.56,5,,,,Albania
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,2.70,2.70,1,,,,Albania
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.20,2.20,2,,,,Albania
880520 - Ground flying trainers and parts thereof,,0.85,0.85,2,,,,Albania
,1998,,2.33,2.33,30,,,,Albania
880110 - Gliders and hang gliders,,2.20,2.20,2,,,,Albania
880190 - Other,,2.63,2.63,3,,,,Albania
"880211 - - Of an unladen weight not exceeding 2,000 kg",,4.50,4.50,2,,,,Albania
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.60,1.60,2,,,,Albania
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,4.30,4.30,2,,,,Albania
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.65,1.65,2,,,,Albania
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.60,1.60,2,,,,Albania
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,4.60,4.60,1,,,,Albania
880310 - Propellers and rotors and parts thereof,,1.60,1.60,2,,,,Albania
880320 - Under-carriages and parts thereof,,1.60,1.60,2,,,,Albania
880330 - Other parts of aeroplanes or helicopters,,1.60,1.60,2,,,,Albania
880390 - Other,,1.77,1.77,3,,,,Albania
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,3.30,3.30,1,,,,Albania
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,2.75,2.75,2,,,,Albania
880520 - Ground flying trainers and parts thereof,,1.05,1.05,2,,,,Albania
,1997,,2.68,2.68,30,,,,Albania
880110 - Gliders and hang gliders,,2.50,2.50,2,,,,Albania
880190 - Other,,3.13,3.13,3,,,,Albania
"880211 - - Of an unladen weight not exceeding 2,000 kg",,5.25,5.25,2,,,,Albania
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.80,1.80,2,,,,Albania
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,4.70,4.70,2,,,,Albania
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.90,1.90,2,,,,Albania
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.80,1.80,2,,,,Albania
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,5.10,5.10,1,,,,Albania
880310 - Propellers and rotors and parts thereof,,1.80,1.80,2,,,,Albania
880320 - Under-carriages and parts thereof,,1.80,1.80,2,,,,Albania
880330 - Other parts of aeroplanes or helicopters,,1.80,1.80,2,,,,Albania
880390 - Other,,2.03,2.03,3,,,,Albania
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,3.90,3.90,1,,,,Albania
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.35,3.35,2,,,,Albania
880520 - Ground flying trainers and parts thereof,,1.25,1.25,2,,,,Albania
,1996,,2.68,2.68,30,,,,Albania
880110 - Gliders and hang gliders,,2.50,2.50,2,,,,Albania
880190 - Other,,3.13,3.13,3,,,,Albania
"880211 - - Of an unladen weight not exceeding 2,000 kg",,5.25,5.25,2,,,,Albania
"880212 - - Of an unladen weight exceeding 2,000 kg",,1.80,1.80,2,,,,Albania
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,4.70,4.70,2,,,,Albania
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,1.90,1.90,2,,,,Albania
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,1.80,1.80,2,,,,Albania
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,5.10,5.10,1,,,,Albania
880310 - Propellers and rotors and parts thereof,,1.80,1.80,2,,,,Albania
880320 - Under-carriages and parts thereof,,1.80,1.80,2,,,,Albania
880330 - Other parts of aeroplanes or helicopters,,1.80,1.80,2,,,,Albania
880390 - Other,,2.03,2.03,3,,,,Albania
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,3.90,3.90,1,,,,Albania
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,3.35,3.35,2,,,,Albania
880520 - Ground flying trainers and parts thereof,,1.25,1.25,2,,,,Albania
