Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
170199 - - Other,,,,2,2,,,Viet Nam
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Viet Nam
170219 - - Other,,,,1,1,,,Viet Nam
170220 - Maple sugar and maple syrup,,8.50,8.50,2,1,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Viet Nam
170250 - Chemically pure fructose,,,,1,1,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Viet Nam
"170290 - Other, including invert sugar",,14.60,14.60,9,8,,,Viet Nam
170310 - Cane molasses,,,,1,1,,,Viet Nam
170390 - Other,,,,1,1,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Viet Nam
170490 - Other,"276,730",15.30,15.30,10,9,,,Viet Nam
,1998,"260,368",13.27,13.27,47,44,,,Viet Nam
170111 - - Cane sugar,,,,2,2,,,Viet Nam
170112 - - Beet sugar,,,,2,2,,,Viet Nam
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Viet Nam
170199 - - Other,,,,2,2,,,Viet Nam
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Viet Nam
170219 - - Other,,,,1,1,,,Viet Nam
170220 - Maple sugar and maple syrup,,8.70,8.70,2,1,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",315,,,5,5,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Viet Nam
170250 - Chemically pure fructose,,,,1,1,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,3,3,,,Viet Nam
"170290 - Other, including invert sugar",,15.20,15.20,9,8,,,Viet Nam
170310 - Cane molasses,,,,1,1,,,Viet Nam
170390 - Other,,,,1,1,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Viet Nam
170490 - Other,"260,053",15.90,15.90,10,9,,,Viet Nam
,1997,"145,452",14.20,14.20,46,43,,,Viet Nam
170111 - - Cane sugar,,,,2,2,,,Viet Nam
170112 - - Beet sugar,,,,2,2,,,Viet Nam
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Viet Nam
170199 - - Other,,,,2,2,,,Viet Nam
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Viet Nam
170219 - - Other,,,,1,1,,,Viet Nam
170220 - Maple sugar and maple syrup,,9.00,9.00,2,1,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose","9,106",,,5,5,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Viet Nam
170250 - Chemically pure fructose,,,,1,1,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Viet Nam
"170290 - Other, including invert sugar",,16.40,16.40,9,8,,,Viet Nam
170310 - Cane molasses,,,,1,1,,,Viet Nam
170390 - Other,,,,1,1,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated",,,,4,4,,,Viet Nam
170490 - Other,"136,346",17.20,17.20,10,9,,,Viet Nam
,1996,"65,264",15.13,15.13,46,43,,,Viet Nam
170111 - - Cane sugar,,,,2,2,,,Viet Nam
170112 - - Beet sugar,,,,2,2,,,Viet Nam
170191 - - Containing added flavouring or colouring matter,,,,1,1,,,Viet Nam
170199 - - Other,,,,2,2,,,Viet Nam
"170211 - - Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",,,,1,1,,,Viet Nam
170219 - - Other,,,,1,1,,,Viet Nam
170220 - Maple sugar and maple syrup,,9.30,9.30,2,1,,,Viet Nam
"170230 - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",,,,5,5,,,Viet Nam
"170240 - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose",,,,2,2,,,Viet Nam
170250 - Chemically pure fructose,,,,1,1,,,Viet Nam
"170260 - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose",,,,2,2,,,Viet Nam
"170290 - Other, including invert sugar",609,17.60,17.60,9,8,,,Viet Nam
170310 - Cane molasses,,,,1,1,,,Viet Nam
170390 - Other,,,,1,1,,,Viet Nam
"170410 - Chewing gum, whether or not sugar-coated","1,765",,,4,4,,,Viet Nam
170490 - Other,"62,890",18.50,18.50,10,9,,,Viet Nam
