Importer,Year,Value,Ad val. duties,Number of lines,"Saudi Arabia, Kingdom of"
,(US$),Simple average,MFN duties,Pref. duties,"Saudi Arabia, Kingdom of"
,MFN,Best,All items,Non ad val.,All items,Non ad val.,"Saudi Arabia, Kingdom of"
080719 -- Other,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
080720 - Papaws (papayas),,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
080810 - Apples,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
080830 - Pears,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
080840 - Quinces,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
080910 - Apricots,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
080921 -- Sour cherries (Prunus cerasus),,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
080929 -- Other,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"080930 - Peaches, including nectarines",,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
080940 - Plums and sloes,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081010 - Strawberries,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"081020 - Raspberries, blackberries, mulberries and loganberries",,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"081030 - Black, white or red currants and gooseberries",,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081050 - Kiwifruit,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081060 - Durians,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081070 - Persimmons,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081090 - Other,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081110 - Strawberries,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081190 - Other,,17.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
081210 - Cherries,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081290 - Other,,25.00,0.00,2,,2,,"Saudi Arabia, Kingdom of"
081310 - Apricots,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081320 - Prunes,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081330 - Apples,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081340 - Other fruit,,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
081350 - Mixtures of nuts or dried fruits of this Chapter,,17.50,0.00,2,,2,,"Saudi Arabia, Kingdom of"
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,25.00,0.00,1,,1,,"Saudi Arabia, Kingdom of"
,2009,,21.38,21.38,58,,,,"Saudi Arabia, Kingdom of"
080111 -- Dessicated,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080119 -- Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080121 -- In shell,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080122 -- Shelled,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080131 -- In shell,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080132 -- Shelled,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080211 -- In shell,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080212 -- Shelled,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080221 -- In shell,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080222 -- Shelled,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080231 -- In shell,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080232 -- Shelled,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080240 - Chestnuts (Castanea spp.),,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080250 - Pistachios,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080290 - Other,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
"080300 Bananas, including plantains, fresh or dried.",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080410 - Dates,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080420 - Figs,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080430 - Pineapples,,10.00,10.00,1,,,,"Saudi Arabia, Kingdom of"
080440 - Avocados,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
"080450 - Guavas, mangoes and mangosteens",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080510 - Oranges,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080540 - Grapefruit,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080590 - Other,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080610 - Fresh,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080620 - Dried,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080711 -- Watermelons,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080719 -- Other,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080720 - Papaws (papayas),,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080810 - Apples,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080820 - Pears and quinces,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080910 - Apricots,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080920 - Cherries,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
"080930 - Peaches, including nectarines",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
080940 - Plums and sloes,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081010 - Strawberries,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
"081020 - Raspberries, blackberries, mulberries and loganberries",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
"081030 - Black, white or red currants and gooseberries",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081050 - Kiwifruit,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081060 - Durians,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081090 - Other,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081110 - Strawberries,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081190 - Other,,17.50,17.50,2,,,,"Saudi Arabia, Kingdom of"
081210 - Cherries,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081290 - Other,,25.00,25.00,2,,,,"Saudi Arabia, Kingdom of"
081310 - Apricots,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081320 - Prunes,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081330 - Apples,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081340 - Other fruit,,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
081350 - Mixtures of nuts or dried fruits of this Chapter,,17.50,17.50,2,,,,"Saudi Arabia, Kingdom of"
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,25.00,25.00,1,,,,"Saudi Arabia, Kingdom of"
